saps,fecha,fecha_mes,fecha_anio,id_servicio,prestacion_categoria,prestacion_tipo,consulta_cantidad,barrio_operativo
DR. SUSSINI,2023-06-01,6,2023,4,ENFERMERIA,CURACIONES,27,
DR. SUSSINI,2023-06-01,6,2023,4,ENFERMERIA,INYECTABLES,236,
DR. SUSSINI,2023-06-01,6,2023,4,ENFERMERIA,INMUNIZACIONES,350,
DR. SUSSINI,2023-06-01,6,2023,10,GINECOLOGIA,ECOGRAFIAS,15,
DR. ALBERTO LIFSCHITZ,2023-06-01,6,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,90,
DR. ALBERTO LIFSCHITZ,2023-06-01,6,2023,4,ENFERMERIA,TEMPERATURA,89,
DR. ALBERTO LIFSCHITZ,2023-06-01,6,2023,4,ENFERMERIA,GLUCEMIA,18,
DR. ALBERTO LIFSCHITZ,2023-06-01,6,2023,4,ENFERMERIA,PESO Y TALLA,120,
DR. ALBERTO LIFSCHITZ,2023-06-01,6,2023,4,ENFERMERIA,CURACIONES,20,
DR. ALBERTO LIFSCHITZ,2023-06-01,6,2023,4,ENFERMERIA,INYECTABLES,60,
DR. ALBERTO LIFSCHITZ,2023-06-01,6,2023,4,ENFERMERIA,INMUNIZACIONES,200,
DR. ALBERTO LIFSCHITZ,2023-06-01,6,2023,10,GINECOLOGIA,PAP,50,
DR. ALBERTO LIFSCHITZ,2023-06-01,6,2023,10,GINECOLOGIA,IMPLANTE SUBDERMICO,30,
DR. PIRCHI,2023-06-01,6,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,22,
DR. PIRCHI,2023-06-01,6,2023,4,ENFERMERIA,TEMPERATURA,60,
DR. PIRCHI,2023-06-01,6,2023,4,ENFERMERIA,GLUCEMIA,60,
DR. PIRCHI,2023-06-01,6,2023,4,ENFERMERIA,NEBULIZACIONES,2,
DR. PIRCHI,2023-06-01,6,2023,4,ENFERMERIA,PESO Y TALLA,285,
DR. PIRCHI,2023-06-01,6,2023,4,ENFERMERIA,CURACIONES,55,
DR. PIRCHI,2023-06-01,6,2023,4,ENFERMERIA,INYECTABLES,55,
DR. PIRCHI,2023-06-01,6,2023,4,ENFERMERIA,INMUNIZACIONES,144,
DR. PIRCHI,2023-06-01,6,2023,10,GINECOLOGIA,ECOGRAFIAS,17,
DR. ROSSI CANDIA,2023-06-01,6,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,608,
DR. ROSSI CANDIA,2023-06-01,6,2023,4,ENFERMERIA,TEMPERATURA,11,
DR. ROSSI CANDIA,2023-06-01,6,2023,4,ENFERMERIA,GLUCEMIA,8,
DR. ROSSI CANDIA,2023-06-01,6,2023,4,ENFERMERIA,PESO Y TALLA,892,
DR. ROSSI CANDIA,2023-06-01,6,2023,4,ENFERMERIA,CURACIONES,15,
DR. ROSSI CANDIA,2023-06-01,6,2023,4,ENFERMERIA,SUTURAS,1,
DR. ROSSI CANDIA,2023-06-01,6,2023,4,ENFERMERIA,INYECTABLES,122,
DR. ROSSI CANDIA,2023-06-01,6,2023,4,ENFERMERIA,INMUNIZACIONES,289,
DR. ROSSI CANDIA,2023-06-01,6,2023,10,GINECOLOGIA,PAP,8,
DR. ROSSI CANDIA,2023-06-01,6,2023,10,GINECOLOGIA,ECOGRAFIAS,41,
GDOR. ELIAS GALVAN,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,94,
GDOR. ELIAS GALVAN,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,82,
GDOR. ELIAS GALVAN,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,10,
GDOR. ELIAS GALVAN,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,2,
GDOR. ELIAS GALVAN,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,128,
GDOR. ELIAS GALVAN,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,114,
GDOR. ELIAS GALVAN,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,25,
GDOR. ELIAS GALVAN,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,22,
CICHERO,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,172,
CICHERO,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,14,
CICHERO,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,50,
CICHERO,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,242,
CICHERO,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,20,
CICHERO,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,100,
CICHERO,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,188,
DR. MANUEL CASSUSO,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,167,
DR. MANUEL CASSUSO,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,4,
DR. MANUEL CASSUSO,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,232,
DR. MANUEL CASSUSO,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,27,
DR. MANUEL CASSUSO,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,45,
DR. MANUEL CASSUSO,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,84,
DR. CHERCOFF,2023-07-01,7,2023,10,GINECOLOGIA,PAP,2,
DR. CHERCOFF,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,223,
DR. CHERCOFF,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,120,
DR. CHERCOFF,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,5,
DR. CHERCOFF,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,6,
DR. CHERCOFF,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,192,
DR. CHERCOFF,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,40,
DR. CHERCOFF,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,69,
DR. CHERCOFF,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,11,
Dr. CALMANASH,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,115,
Dr. CALMANASH,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,22,
Dr. CALMANASH,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,35,
Dr. CALMANASH,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,138,
Dr. CALMANASH,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,15,
Dr. CALMANASH,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,60,
Dr. CALMANASH,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,59,
Dr. CALMANASH,2023-07-01,7,2023,10,GINECOLOGIA,ECOGRAFIAS,15,
DR. KORIMBLUM,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,42,
DR. KORIMBLUM,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,10,
DR. KORIMBLUM,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,147,
DR. KORIMBLUM,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,3,
DR. KORIMBLUM,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,18,
DR. KORIMBLUM,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,28,
ITATI,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,122,
ITATI,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,20,
ITATI,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,5,
ITATI,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,35,
ITATI,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,361,
ITATI,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,11,
ITATI,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,68,
ITATI,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,98,
ITATI,2023-07-01,7,2023,10,GINECOLOGIA,PAP,4,
ITATI,2023-07-01,7,2023,4,ENFERMERIA,TEST HPV,2,
PASO MARTINEZ,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,9,
PASO MARTINEZ,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,70,
PASO MARTINEZ,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,3,
PASO MARTINEZ,2023-07-01,7,2023,10,GINECOLOGIA,PAP,2,
PASO MARTINEZ,2023-07-01,7,2023,10,GINECOLOGIA,ECOGRAFIAS,7,
DR. MAURICIO OPEN,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,46,
DR. MAURICIO OPEN,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,1,
DR. MAURICIO OPEN,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,8,
DR. MAURICIO OPEN,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,5,
DR. MAURICIO OPEN,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,6,
DR. MAURICIO OPEN,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,9,
DR. MAURICIO OPEN,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,36,
MARCELINO VERA,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,110,
MARCELINO VERA,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,25,
MARCELINO VERA,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,10,
MARCELINO VERA,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,5,
MARCELINO VERA,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,100,
MARCELINO VERA,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,10,
MARCELINO VERA,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,36,
MARCELINO VERA,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,42,
DR MANUEL A. GONZALEZ,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,186,
DR MANUEL A. GONZALEZ,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,80,
DR MANUEL A. GONZALEZ,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,18,
DR MANUEL A. GONZALEZ,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,30,
DR MANUEL A. GONZALEZ,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,152,
DR MANUEL A. GONZALEZ,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,10,
DR MANUEL A. GONZALEZ,2023-07-01,7,2023,4,ENFERMERIA,SUTURAS,1,
DR MANUEL A. GONZALEZ,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,67,
DR MANUEL A. GONZALEZ,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,76,
PUJOL,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,43,
PUJOL,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,8,
PUJOL,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,5,
PUJOL,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,6,
PUJOL,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,86,
PUJOL,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,5,
PUJOL,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,27,
PUJOL,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,16,
GÜEMES,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,296,
GÜEMES,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,65,
GÜEMES,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,6,
GÜEMES,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,10,
GÜEMES,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,398,
GÜEMES,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,79,
GÜEMES,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,69,
GÜEMES,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,110,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,150,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,20,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,50,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,6,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,360,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,30,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,4,ENFERMERIA,SUTURAS,4,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,360,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,283,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,10,GINECOLOGIA,PAP,4,
DR. ANIBAL MALVIDO,2023-07-01,7,2023,10,GINECOLOGIA,ECOGRAFIAS,26,
DR. JOSE DE LOS REYES VIDAL,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,274,
DR. JOSE DE LOS REYES VIDAL,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,250,
DR. JOSE DE LOS REYES VIDAL,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,509,
DR. JOSE DE LOS REYES VIDAL,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,10,
DR. JOSE DE LOS REYES VIDAL,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,65,
SAN MARCOS,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,112,
SAN MARCOS,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,10,
SAN MARCOS,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,15,
SAN MARCOS,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,326,
SAN MARCOS,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,10,
SAN MARCOS,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,33,
SAN MARCOS,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,55,
SANTA MARGARITA,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,135,
SANTA MARGARITA,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,45,
SANTA MARGARITA,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,20,
SANTA MARGARITA,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,156,
SANTA MARGARITA,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,10,
SANTA MARGARITA,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,55,
SANTA MARGARITA,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,27,
SANTA MARTA,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,169,
SANTA MARTA,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,13,
SANTA MARTA,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,38,
SANTA MARTA,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,142,
SANTA MARTA,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,16,
SANTA MARTA,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,18,
SANTA MARTA,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,136,
Dr. SANTIAGO LORENZO,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,173,
Dr. SANTIAGO LORENZO,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,4,
Dr. SANTIAGO LORENZO,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,10,
Dr. SANTIAGO LORENZO,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,1,
Dr. SANTIAGO LORENZO,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,141,
Dr. SANTIAGO LORENZO,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,3,
Dr. SANTIAGO LORENZO,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,45,
Dr. SANTIAGO LORENZO,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,176,
SAPUCAY,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,250,
SAPUCAY,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,22,
SAPUCAY,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,35,
SAPUCAY,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,30,
SAPUCAY,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,350,
SAPUCAY,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,80,
SAPUCAY,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,40,
SAPUCAY,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,76,
DR. BENJAMIN SERRANO,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,237,
DR. BENJAMIN SERRANO,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,25,
DR. BENJAMIN SERRANO,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,29,
DR. BENJAMIN SERRANO,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,136,
DR. BENJAMIN SERRANO,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,16,
DR. BENJAMIN SERRANO,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,55,
DR. BENJAMIN SERRANO,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,77,
VILLA GARCIA,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,82,
VILLA GARCIA,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,14,
VILLA GARCIA,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,15,
VILLA GARCIA,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,63,
VILLA GARCIA,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,9,
VILLA GARCIA,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,15,
VILLA GARCIA,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,51,
RIO PARANA,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,258,
RIO PARANA,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,101,
RIO PARANA,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,18,
RIO PARANA,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,220,
RIO PARANA,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,77,
RIO PARANA,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,81,
RIO PARANA,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,122,
DR. ALBERTO LIFSCHITZ,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,407,
DR. ALBERTO LIFSCHITZ,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,14,
DR. ALBERTO LIFSCHITZ,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,3,
DR. ALBERTO LIFSCHITZ,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,2,
DR. ALBERTO LIFSCHITZ,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,305,
DR. ALBERTO LIFSCHITZ,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,21,
DR. ALBERTO LIFSCHITZ,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,57,
DR. ALBERTO LIFSCHITZ,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,70,
ESPERANZA,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,364,
ESPERANZA,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,45,
ESPERANZA,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,39,
ESPERANZA,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,15,
ESPERANZA,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,769,
ESPERANZA,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,27,
ESPERANZA,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,47,
ESPERANZA,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,113,
ESPERANZA,2023-07-01,7,2023,10,GINECOLOGIA,PAP,2,
ESPERANZA,2023-07-01,7,2023,10,GINECOLOGIA,DIU,1,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,400,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,2,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,12,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,2,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,523,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,31,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,SUTURAS,1,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,89,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,208,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,PAP,2,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,ECOGRAFIAS,15,
DR. ROSSI CANDIA,2023-07-01,7,2023,4,ENFERMERIA,TEST HPV,1,
DR. PIRCHI,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,270,
DR. PIRCHI,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,65,
DR. PIRCHI,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,63,
DR. PIRCHI,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,15,
DR. PIRCHI,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,215,
DR. PIRCHI,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,35,
DR. PIRCHI,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,45,
DR. PIRCHI,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,142,
DR. PIRCHI,2023-07-01,7,2023,4,ENFERMERIA,ECOGRAFIAS,16,
DR. SEMPER,2023-07-01,7,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,800,
DR. SEMPER,2023-07-01,7,2023,4,ENFERMERIA,TEMPERATURA,260,
DR. SEMPER,2023-07-01,7,2023,4,ENFERMERIA,GLUCEMIA,300,
DR. SEMPER,2023-07-01,7,2023,4,ENFERMERIA,NEBULIZACIONES,15,
DR. SEMPER,2023-07-01,7,2023,4,ENFERMERIA,PESO Y TALLA,1390,
DR. SEMPER,2023-07-01,7,2023,4,ENFERMERIA,CURACIONES,270,
DR. SEMPER,2023-07-01,7,2023,4,ENFERMERIA,SUTURAS,8,
DR. SEMPER,2023-07-01,7,2023,4,ENFERMERIA,INYECTABLES,422,
DR. SEMPER,2023-07-01,7,2023,4,ENFERMERIA,INMUNIZACIONES,49,
MARCELINO VERA,2023-08-01,8,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,120,
MARCELINO VERA,2023-08-01,8,2023,4,ENFERMERIA,TEMPERATURA,30,
MARCELINO VERA,2023-08-01,8,2023,4,ENFERMERIA,GLUCEMIA,10,
MARCELINO VERA,2023-08-01,8,2023,4,ENFERMERIA,NEBULIZACIONES,10,
MARCELINO VERA,2023-08-01,8,2023,4,ENFERMERIA,PESO Y TALLA,120,
MARCELINO VERA,2023-08-01,8,2023,4,ENFERMERIA,CURACIONES,20,
MARCELINO VERA,2023-08-01,8,2023,4,ENFERMERIA,INYECTABLES,35,
MARCELINO VERA,2023-08-01,8,2023,4,ENFERMERIA,INMUNIZACIONES,19,
DR. ALBERTO LIFSCHITZ,2023-08-01,8,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,231,
DR. ALBERTO LIFSCHITZ,2023-08-01,8,2023,4,ENFERMERIA,TEMPERATURA,10,
DR. ALBERTO LIFSCHITZ,2023-08-01,8,2023,4,ENFERMERIA,PESO Y TALLA,506,
DR. ALBERTO LIFSCHITZ,2023-08-01,8,2023,4,ENFERMERIA,CURACIONES,17,
DR. ALBERTO LIFSCHITZ,2023-08-01,8,2023,4,ENFERMERIA,INYECTABLES,72,
DR. ALBERTO LIFSCHITZ,2023-08-01,8,2023,4,ENFERMERIA,INMUNIZACIONES,87,
DR. JOSE DE LOS REYES VIDAL,2023-08-01,8,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,410,
DR. JOSE DE LOS REYES VIDAL,2023-08-01,8,2023,4,ENFERMERIA,GLUCEMIA,350,
DR. JOSE DE LOS REYES VIDAL,2023-08-01,8,2023,4,ENFERMERIA,PESO Y TALLA,481,
DR. JOSE DE LOS REYES VIDAL,2023-08-01,8,2023,4,ENFERMERIA,CURACIONES,10,
DR. JOSE DE LOS REYES VIDAL,2023-08-01,8,2023,4,ENFERMERIA,INYECTABLES,256,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,378,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,TEMPERATURA,69,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,GLUCEMIA,42,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,NEBULIZACIONES,15,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,PESO Y TALLA,1092,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,CURACIONES,80,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,INYECTABLES,246,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,INMUNIZACIONES,112,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,PAP,3,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,ECOGRAFIAS,22,
ESPERANZA,2023-08-01,8,2023,4,ENFERMERIA,TEST HPV,2,
SANTA MARGARITA,2023-08-01,8,2023,4,ENFERMERIA,CONTROL TENSION ARTERIAL,135,
SANTA MARGARITA,2023-08-01,8,2023,4,ENFERMERIA,TEMPERATURA,30,
SANTA MARGARITA,2023-08-01,8,2023,4,ENFERMERIA,GLUCEMIA,10,
SANTA MARGARITA,2023-08-01,8,2023,4,ENFERMERIA,PESO Y TALLA,225,
SANTA MARGARITA,2023-08-01,8,2023,4,ENFERMERIA,CURACIONES,5,
SANTA MARGARITA,2023-08-01,8,2023,4,ENFERMERIA,INYECTABLES,43,
SANTA MARGARITA,2023-08-01,8,2023,4,ENFERMERIA,INMUNIZACIONES,23,
